,id,frame_num,box_height,box_width,box_xc_pixels,box_yc_pixels,box_xc_cm,box_yc_cm,Gender,Age
4782,3,922,59,18,111,73,66,1384,Male,60+
4783,5,922,72,27,96,106,29,648,Male,60+
4784,6,922,66,23,98,76,39,1194,Male,60+
4785,7,922,36,14,120,28,145,3551,Female,41-60
4786,2,923,60,23,132,75,114,1325,Female,60+
4787,3,923,59,18,111,73,66,1384,Male,26-40
4788,5,923,72,27,96,106,29,648,Female,19-25
4789,6,923,66,23,98,76,39,1194,Male,26-40
4790,7,923,36,14,120,28,145,3551,Male,19-25
4791,2,924,60,23,132,75,114,1325,Male,26-40
4792,3,924,59,18,111,73,66,1384,Female,60+
4793,5,924,71,27,96,105,29,673,Female,0-18
4794,6,924,67,23,98,75,39,1194,Female,26-40
4795,7,924,36,14,120,28,145,3551,Female,60+
4796,2,925,60,23,132,75,114,1325,Female,60+
4797,3,925,60,18,111,74,65,1344,Male,26-40
4798,5,925,71,27,96,105,29,673,Female,60+
4799,6,925,67,23,98,75,39,1194,Female,60+
4800,7,925,35,14,120,28,146,3602,Female,41-60
4801,2,926,60,23,132,75,114,1325,Male,0-18
4802,3,926,60,18,111,74,65,1344,Male,60+
4803,5,926,71,27,96,103,30,700,Male,60+
4804,6,926,67,23,98,75,39,1194,Female,41-60
4805,7,926,35,14,120,28,146,3602,Male,41-60
4806,2,927,60,23,132,75,114,1325,Male,0-18
4807,3,927,60,18,112,75,66,1325,Male,41-60
4808,5,927,72,26,97,103,30,686,Male,60+
4809,6,927,67,23,98,75,39,1194,Female,0-18
4810,7,927,35,14,120,28,146,3602,Female,19-25
4811,2,928,60,23,132,75,114,1325,Male,0-18
4812,3,928,60,18,112,75,66,1325,Female,41-60
4813,5,928,72,26,97,103,30,686,Male,41-60
4814,6,928,66,23,98,75,40,1212,Male,26-40
4815,7,928,35,14,120,28,146,3602,Female,0-18
4816,2,929,60,23,133,76,116,1306,Female,41-60
4817,3,929,60,18,112,75,66,1325,Female,60+
4818,5,929,72,27,96,103,30,686,Male,19-25
4819,6,929,67,23,98,74,40,1212,Female,19-25
4820,7,929,35,13,120,28,145,3602,Female,19-25
4821,2,930,60,23,133,76,116,1306,Female,41-60
4822,3,930,60,19,112,75,67,1325,Female,19-25
4823,5,930,72,27,96,103,30,686,Male,41-60
4824,6,930,67,23,98,74,40,1212,Male,60+
4825,7,930,35,13,120,28,145,3602,Female,60+
4826,2,931,60,23,133,76,116,1306,Female,0-18
4827,3,931,60,19,113,75,69,1325,Male,41-60
4828,5,931,72,29,95,103,30,686,Male,60+
4829,6,931,66,22,98,75,39,1212,Male,19-25
4830,7,931,35,13,120,28,145,3602,Female,26-40
4831,2,932,60,23,133,76,116,1306,Female,60+
4832,3,932,60,19,113,76,69,1305,Male,60+
4833,5,932,72,29,95,103,30,686,Male,60+
4834,6,932,66,21,97,75,35,1212,Male,26-40
4835,7,932,35,13,120,28,145,3602,Male,26-40
4836,2,933,60,23,133,76,116,1306,Male,0-18
4837,3,933,60,18,114,76,70,1305,Male,19-25
4838,5,933,72,29,95,103,30,686,Male,0-18
4839,6,933,66,21,96,75,33,1212,Male,19-25
4840,7,933,35,13,120,28,145,3602,Male,41-60
4841,2,934,60,23,133,76,116,1306,Male,60+
4842,3,934,60,18,114,76,70,1305,Male,26-40
4843,5,934,72,30,95,103,30,686,Female,26-40
4844,6,934,65,20,96,75,33,1230,Male,41-60
4845,7,934,35,13,120,28,145,3602,Male,0-18
4846,2,935,61,23,133,76,115,1287,Male,41-60
4847,3,935,61,18,114,75,70,1305,Male,0-18
4848,5,935,72,30,95,103,30,686,Male,0-18
4849,6,935,65,20,96,75,33,1230,Female,19-25
4850,7,935,36,13,120,29,142,3500,Female,26-40
4851,2,936,61,23,133,76,115,1287,Male,0-18
4852,3,936,61,18,114,75,70,1305,Female,41-60
4853,5,936,72,30,95,103,30,686,Male,26-40
4854,6,936,64,20,95,75,31,1248,Male,0-18
4855,7,936,36,13,120,29,142,3500,Female,26-40
4856,2,937,61,23,133,76,115,1287,Female,41-60
4857,3,937,61,18,114,75,70,1305,Male,41-60
4858,5,937,70,30,95,102,31,726,Female,26-40
4859,6,937,62,20,95,74,32,1305,Female,60+
4860,7,937,36,13,121,29,145,3501,Female,19-25
4861,2,938,61,23,133,76,115,1287,Female,0-18
4862,3,938,61,18,115,75,72,1305,Female,19-25
4863,5,938,70,29,93,101,27,740,Female,0-18
4864,6,938,62,20,94,73,30,1324,Female,0-18
4865,7,938,36,13,121,29,145,3501,Female,41-60
4866,2,939,61,23,133,76,115,1287,Female,26-40
4867,3,939,61,18,115,75,72,1305,Female,19-25
4868,5,939,71,28,93,100,26,740,Male,26-40
4869,6,939,63,19,93,72,27,1324,Female,26-40
4870,7,939,36,13,122,29,148,3501,Male,60+
4871,2,940,61,23,133,76,115,1287,Female,19-25
4872,3,940,61,18,115,75,72,1305,Female,26-40
4873,5,940,71,28,93,100,26,740,Female,41-60
4874,6,940,63,19,93,72,27,1324,Female,41-60
4875,7,940,36,13,122,29,148,3501,Male,60+
4876,2,941,62,23,132,76,112,1268,Female,60+
4877,3,941,61,18,116,75,74,1305,Female,0-18
4878,5,941,72,28,93,100,26,726,Male,41-60
4879,6,941,61,19,93,71,28,1383,Female,19-25
4880,7,941,36,13,122,29,148,3501,Female,26-40
4881,2,942,62,23,132,76,112,1268,Female,41-60
4882,3,942,61,18,116,75,74,1305,Male,0-18
4883,5,942,72,28,93,100,26,726,Male,41-60
4884,6,942,59,20,93,70,30,1444,Male,60+
4885,7,942,36,15,123,29,155,3501,Male,41-60
4886,2,943,62,23,132,76,112,1268,Female,41-60
4887,3,943,61,18,116,75,74,1305,Male,0-18
4888,5,943,72,27,93,100,25,726,Male,26-40
4889,6,943,59,18,92,70,25,1444,Male,26-40
4890,7,943,36,16,124,29,160,3501,Male,26-40
4891,2,944,62,23,132,76,112,1268,Male,41-60
4892,3,944,62,18,116,76,73,1267,Female,60+
4893,5,944,72,27,93,100,25,726,Male,26-40
4894,6,944,59,18,92,70,25,1444,Female,0-18
4895,7,944,37,17,124,28,162,3501,Male,0-18
4896,2,945,61,24,133,76,116,1287,Female,0-18
4897,3,945,62,18,116,76,73,1267,Male,19-25
4898,5,945,72,27,93,100,25,726,Female,26-40
4899,6,945,59,18,92,70,25,1444,Male,41-60
4900,7,945,37,17,124,28,162,3501,Male,0-18
4901,2,946,61,24,133,76,116,1287,Male,41-60
4902,3,946,61,18,116,76,74,1286,Female,41-60
4903,5,946,72,27,93,100,25,726,Male,60+
4904,6,946,58,18,92,71,25,1444,Male,19-25
4905,7,946,37,17,124,28,162,3501,Female,26-40
4906,2,947,61,24,133,76,116,1287,Female,0-18
4907,3,947,61,19,115,76,73,1286,Female,60+
4908,5,947,72,27,93,100,25,726,Female,41-60
4909,6,947,58,18,92,71,25,1444,Male,19-25
4910,7,947,37,17,124,28,162,3501,Female,19-25
4911,2,948,61,24,133,76,116,1287,Male,60+
4912,3,948,61,19,115,76,73,1286,Male,41-60
4913,5,948,71,27,93,99,25,754,Male,26-40
4914,6,948,58,18,92,71,25,1444,Female,0-18
4915,7,948,38,17,124,29,159,3403,Male,41-60
4916,2,949,61,25,133,77,116,1268,Female,41-60
4917,3,949,61,19,115,76,73,1286,Female,0-18
4918,5,949,70,27,93,99,26,767,Female,0-18
4919,6,949,59,17,91,71,22,1424,Male,60+
4920,7,949,38,17,124,29,159,3403,Female,0-18
4921,2,950,62,24,135,78,118,1231,Female,26-40
4922,3,950,60,21,115,77,75,1286,Male,19-25
4923,5,950,69,27,93,98,26,795,Male,41-60
4924,6,950,58,17,91,71,22,1444,Male,26-40
4925,7,950,37,16,124,29,159,3452,Female,26-40
4926,2,951,62,23,135,78,117,1231,Female,0-18
4927,3,951,60,21,115,77,75,1286,Male,26-40
4928,5,951,70,26,93,98,25,781,Male,41-60
4929,6,951,58,17,91,71,22,1444,Female,19-25
4930,7,951,36,15,123,30,154,3452,Male,41-60
4931,2,952,62,23,135,78,117,1231,Male,19-25
4932,3,952,60,21,115,78,74,1267,Male,41-60
4933,5,952,71,25,91,97,21,781,Female,26-40
4934,6,952,59,17,91,70,22,1444,Male,60+
4935,7,952,37,16,123,30,154,3403,Female,19-25
4936,2,953,62,23,136,78,119,1231,Female,60+
4937,3,953,60,21,115,78,74,1267,Female,0-18
4938,5,953,71,24,91,97,20,781,Female,0-18
4939,6,953,59,18,91,70,23,1444,Female,41-60
4940,7,953,37,15,122,30,149,3403,Male,60+
4941,2,954,62,23,136,78,119,1231,Male,26-40
4942,3,954,60,20,116,78,75,1267,Male,41-60
4943,5,954,71,24,90,97,18,781,Female,41-60
4944,6,954,62,18,91,71,22,1363,Male,0-18
4945,7,954,37,15,122,30,149,3403,Female,26-40
4946,2,955,62,23,137,78,121,1231,Female,60+
4947,3,955,60,20,116,78,75,1267,Female,0-18
4948,5,955,71,24,90,97,18,781,Male,26-40
4949,6,955,61,18,91,70,23,1403,Male,19-25
4950,7,955,37,15,122,30,149,3403,Female,19-25
4951,2,956,63,23,138,77,123,1231,Female,60+
4952,3,956,61,20,116,77,75,1267,Female,60+
4953,5,956,70,25,88,98,15,781,Male,41-60
4954,6,956,64,19,90,72,20,1305,Male,19-25
4955,7,956,37,15,122,30,149,3403,Male,41-60
4956,2,957,63,23,138,77,123,1231,Female,26-40
4957,3,957,61,20,116,77,75,1267,Male,60+
4958,5,957,70,25,88,98,15,781,Female,26-40
4959,6,957,64,19,90,72,20,1305,Male,0-18
4960,7,957,37,15,122,30,149,3403,Female,19-25
4961,2,958,63,23,138,77,123,1231,Male,0-18
4962,3,958,61,21,115,77,74,1267,Female,26-40
4963,5,958,70,25,87,98,13,781,Female,19-25
4964,6,958,63,20,90,71,22,1344,Female,0-18
4965,7,958,37,15,122,30,149,3403,Male,41-60
4966,2,959,63,22,139,77,124,1231,Male,41-60
4967,3,959,61,22,115,77,75,1267,Female,0-18
4968,5,959,70,23,86,98,10,781,Male,19-25
4969,6,959,61,20,90,70,23,1403,Male,26-40
4970,7,959,37,15,122,30,149,3403,Female,19-25
4971,2,960,63,22,139,77,124,1231,Male,19-25
4972,3,960,61,22,115,77,75,1267,Female,60+
4973,5,960,70,23,86,98,10,781,Female,41-60
4974,6,960,62,20,90,71,22,1363,Female,0-18
4975,7,960,37,15,122,30,149,3403,Male,19-25
4976,2,961,63,23,139,77,125,1231,Male,19-25
4977,3,961,61,24,115,77,77,1267,Female,0-18
4978,5,961,68,24,85,98,9,810,Male,0-18
4979,6,961,63,19,89,71,19,1344,Male,60+
4980,7,961,37,15,122,30,149,3403,Male,60+
4981,2,962,63,23,139,77,125,1231,Female,60+
4982,3,962,61,24,115,77,77,1267,Male,26-40
4983,5,962,68,24,84,98,7,810,Male,60+
4984,6,962,63,19,88,71,16,1344,Female,41-60
4985,7,962,37,15,122,30,149,3403,Male,26-40
4986,2,963,63,23,139,77,125,1231,Male,60+
4987,3,963,62,24,115,78,76,1230,Female,26-40
4988,5,963,69,24,84,97,7,810,Female,60+
4989,6,963,64,19,88,72,16,1305,Female,41-60
4990,7,963,37,15,122,30,149,3403,Male,41-60
4991,2,964,62,24,140,78,128,1231,Male,0-18
4992,3,964,62,23,115,78,75,1230,Female,26-40
4993,5,964,69,26,84,96,9,824,Male,60+
4994,6,964,64,19,88,71,16,1324,Male,19-25
4995,7,964,37,15,122,30,149,3403,Female,26-40
4996,2,965,62,24,140,78,128,1231,Male,19-25
4997,3,965,62,23,115,78,75,1230,Female,26-40
4998,5,965,69,26,84,96,9,824,Female,41-60
4999,6,965,64,19,88,71,16,1324,Female,26-40
5000,7,965,37,14,123,30,151,3403,Female,19-25
5001,2,966,61,24,140,78,129,1249,Male,19-25
5002,3,966,62,23,116,78,77,1230,Male,60+
5003,5,966,69,27,82,96,7,824,Male,26-40
5004,6,966,64,19,87,70,14,1344,Female,19-25
5005,7,966,37,14,123,30,151,3403,Male,60+
5006,2,967,61,24,140,78,129,1249,Male,0-18
5007,3,967,61,23,116,78,78,1249,Female,26-40
5008,5,967,69,28,82,96,7,824,Male,60+
5009,6,967,64,19,87,70,14,1344,Male,19-25
5010,7,967,37,14,123,30,151,3403,Female,41-60
5011,2,968,62,23,140,79,126,1212,Male,41-60
5012,3,968,62,22,117,79,78,1212,Male,60+
5013,5,968,69,29,81,96,7,824,Female,60+
5014,6,968,64,19,87,70,14,1344,Male,19-25
5015,7,968,37,13,122,30,145,3403,Male,0-18
5016,2,969,62,23,140,79,126,1212,Female,26-40
5017,3,969,62,23,117,79,79,1212,Female,0-18
5018,5,969,69,28,81,96,6,824,Female,60+
5019,6,969,66,18,87,71,13,1286,Male,41-60
5020,7,969,37,13,122,30,145,3403,Female,19-25
5021,2,970,62,23,140,80,126,1194,Female,0-18
5022,3,970,62,23,117,79,79,1212,Female,19-25
5023,5,970,69,28,81,96,6,824,Female,0-18
5024,6,970,66,18,87,71,13,1286,Male,0-18
5025,7,970,37,13,122,30,145,3403,Male,41-60
5026,2,971,62,23,140,80,126,1194,Male,19-25
5027,3,971,62,22,118,79,80,1212,Male,0-18
5028,5,971,69,29,78,96,1,824,Female,0-18
5029,6,971,66,18,87,71,13,1286,Male,26-40
5030,7,971,37,13,122,30,145,3403,Female,41-60
5031,2,972,62,23,140,80,126,1194,Male,0-18
5032,3,972,63,22,118,79,79,1194,Female,0-18
5033,5,972,66,29,78,95,2,882,Female,19-25
5034,6,972,66,18,87,71,13,1286,Male,19-25
5035,7,972,37,13,122,30,145,3403,Female,0-18
5036,2,973,63,24,141,79,129,1194,Male,0-18
5037,3,973,63,21,118,79,78,1194,Male,26-40
5038,5,973,66,26,77,95,-2,882,Female,26-40
5039,6,973,65,19,86,70,12,1324,Male,60+
5040,7,973,37,13,122,30,145,3403,Female,60+
5041,2,974,63,24,141,79,129,1194,Male,0-18
5042,3,974,63,21,118,79,78,1194,Female,41-60
5043,5,974,66,24,76,95,-6,882,Female,0-18
5044,6,974,65,19,86,70,12,1324,Female,26-40
5045,7,974,37,14,122,30,147,3403,Male,41-60
5046,2,975,63,24,141,79,129,1194,Male,41-60
5047,3,975,63,20,119,79,79,1194,Female,19-25
5048,5,975,68,23,74,95,-11,853,Female,41-60
5049,6,975,65,19,86,70,12,1324,Female,41-60
5050,7,975,37,14,122,30,147,3403,Female,41-60
5051,2,976,63,24,141,79,129,1194,Male,19-25
5052,3,976,63,21,119,79,80,1194,Female,0-18
5053,5,976,68,21,73,95,-14,853,Male,26-40
5054,6,976,65,19,86,70,12,1324,Male,41-60
5055,7,976,37,14,122,30,147,3403,Female,60+
5056,2,977,63,24,141,79,129,1194,Male,41-60
5057,3,977,63,21,119,79,80,1194,Female,19-25
5058,5,977,68,22,72,95,-15,853,Female,41-60
5059,6,977,65,18,87,70,13,1324,Male,26-40
5060,7,977,37,14,122,30,147,3403,Female,0-18
5061,2,978,63,24,141,79,129,1194,Male,19-25
5062,3,978,63,21,119,79,80,1194,Female,60+
5063,5,978,68,21,71,95,-18,853,Male,41-60
5064,6,978,64,18,87,70,13,1344,Female,0-18
5065,7,978,37,14,122,30,147,3403,Male,19-25
5066,2,979,63,23,141,79,128,1194,Male,26-40
5067,3,979,63,22,120,79,83,1194,Male,26-40
5068,5,979,68,21,71,95,-18,853,Female,41-60
5069,6,979,65,18,87,69,13,1344,Female,60+
5070,7,979,37,14,122,30,147,3403,Male,0-18
5071,2,980,63,23,141,79,128,1194,Female,19-25
5072,3,980,63,22,120,79,83,1194,Female,26-40
5073,5,980,68,21,71,95,-18,853,Male,41-60
5074,6,980,65,18,87,69,13,1344,Male,0-18
5075,7,980,37,14,122,30,147,3403,Female,0-18
5076,2,981,63,23,141,79,128,1194,Female,26-40
5077,3,981,63,23,119,79,82,1194,Male,26-40
5078,5,981,66,21,71,96,-18,868,Male,26-40
5079,6,981,65,18,88,68,16,1363,Male,60+
5080,7,981,36,14,121,31,144,3403,Female,41-60
5081,2,982,62,24,142,80,131,1194,Male,0-18
5082,3,982,63,23,119,79,82,1194,Male,19-25
5083,5,982,60,21,71,99,-18,913,Female,0-18
5084,6,982,65,18,88,68,16,1363,Male,19-25
5085,7,982,36,12,120,31,137,3402,Male,19-25
5086,2,983,62,24,142,80,131,1194,Male,60+
5087,3,983,62,23,119,80,82,1194,Female,19-25
5088,5,983,58,19,70,100,-22,928,Male,19-25
5089,6,983,65,18,88,68,16,1363,Male,26-40
5090,7,983,36,13,119,31,135,3402,Male,60+
5091,2,984,62,23,142,80,130,1194,Male,0-18
5092,3,984,63,23,119,80,82,1176,Male,0-18
5093,5,984,56,16,69,98,-26,990,Female,60+
5094,6,984,65,18,88,68,16,1363,Female,19-25
5095,7,984,36,13,119,31,135,3402,Male,0-18
5096,2,985,62,23,142,80,130,1194,Female,26-40
5097,3,985,63,25,118,80,82,1176,Female,0-18
5098,5,985,55,13,67,97,-33,1023,Female,0-18
5099,6,985,65,18,88,68,16,1363,Male,19-25
5100,7,985,36,13,118,31,132,3402,Female,26-40
5101,2,986,63,23,142,80,129,1176,Male,19-25
5102,3,986,63,25,118,80,82,1176,Female,26-40
5103,5,986,54,9,65,97,-41,1039,Male,60+
5104,6,986,65,19,88,68,17,1363,Female,19-25
5105,7,986,37,13,118,31,131,3354,Female,60+
5106,2,987,63,23,143,80,131,1176,Male,41-60
5107,3,987,62,25,118,81,82,1176,Female,0-18
5108,5,987,47,8,65,96,-43,1175,Female,41-60
5109,6,987,63,20,88,68,18,1403,Female,19-25
5110,7,987,37,13,118,31,131,3354,Male,41-60
5111,2,988,63,24,144,80,134,1176,Female,0-18
5112,3,988,62,24,119,81,83,1176,Female,19-25
5113,5,988,42,5,63,99,-50,1211,Male,19-25
5114,6,988,63,20,88,68,18,1403,Male,41-60
5115,7,988,37,12,118,31,129,3354,Male,19-25
5116,2,989,63,24,144,80,134,1176,Female,26-40
5117,3,989,62,23,119,81,82,1176,Male,0-18
5118,5,989,11,4,63,91,-57,2098,Male,19-25
5119,6,989,63,20,88,68,18,1403,Male,19-25
5120,7,989,37,12,118,31,129,3354,Female,60+
5121,2,990,63,24,144,80,134,1176,Male,60+
5122,3,990,62,23,119,81,82,1176,Male,60+
5123,5,990,11,4,63,91,-57,2098,Male,26-40
5124,6,990,63,20,88,68,18,1403,Male,60+
5125,7,990,37,12,118,31,129,3354,Male,60+
5126,2,991,63,24,145,80,136,1176,Female,60+
5127,3,991,63,23,119,80,82,1176,Male,41-60
5128,6,991,63,21,87,68,17,1403,Female,60+
5129,7,991,37,12,118,31,129,3354,Male,60+
5130,2,992,63,24,145,80,136,1176,Female,0-18
5131,3,992,63,23,119,80,82,1176,Female,60+
5132,6,992,62,20,87,68,16,1424,Male,60+
5133,7,992,36,12,117,32,126,3354,Male,26-40
5134,2,993,63,24,145,80,136,1176,Female,0-18
5135,3,993,63,22,119,80,81,1176,Female,19-25
5136,6,993,62,20,87,67,17,1444,Male,0-18
5137,7,993,36,12,117,32,126,3354,Female,0-18
5138,2,994,63,23,145,80,135,1176,Male,19-25
5139,3,994,63,22,119,80,81,1176,Female,0-18
5140,6,994,63,20,87,66,17,1444,Female,0-18
5141,7,994,36,12,117,32,126,3354,Female,19-25
5142,2,995,63,23,145,80,135,1176,Female,0-18
5143,3,995,63,23,118,80,80,1176,Female,19-25
5144,6,995,63,20,87,66,17,1444,Male,26-40
5145,7,995,36,12,117,32,126,3354,Female,0-18
5146,2,996,63,24,146,80,138,1176,Male,26-40
5147,3,996,63,24,118,80,81,1176,Female,0-18
5148,6,996,63,21,87,66,18,1444,Female,41-60
5149,7,996,36,12,117,32,126,3354,Male,0-18
5150,2,997,64,24,146,81,137,1141,Male,26-40
5151,3,997,63,24,118,80,81,1176,Female,19-25
5152,6,997,63,21,87,66,18,1444,Male,0-18
5153,7,997,35,12,117,32,127,3402,Male,41-60
5154,2,998,64,24,146,81,137,1141,Male,26-40
5155,3,998,64,25,117,81,79,1141,Male,19-25
5156,6,998,63,21,87,66,18,1444,Male,60+
5157,7,998,35,12,117,32,127,3402,Male,41-60
5158,2,999,64,24,146,81,137,1141,Female,26-40
5159,3,999,64,25,117,81,79,1141,Male,26-40
5160,6,999,62,21,87,67,18,1444,Male,26-40
5161,7,999,35,12,117,32,127,3402,Male,60+
5162,2,1000,63,24,146,81,137,1158,Female,26-40
5163,3,1000,64,25,117,81,79,1141,Male,60+
5164,6,1000,62,20,88,67,19,1444,Male,0-18
5165,7,1000,35,12,117,32,127,3402,Male,60+
5166,2,1001,63,24,146,81,137,1158,Male,41-60
5167,3,1001,64,25,117,81,79,1141,Female,19-25
5168,6,1001,62,21,88,67,20,1444,Female,60+
5169,7,1001,35,12,117,32,127,3402,Female,41-60
5170,2,1002,62,24,146,82,137,1158,Male,26-40
5171,3,1002,63,24,118,81,80,1158,Female,0-18
5172,6,1002,61,21,88,67,20,1465,Male,19-25
5173,7,1002,35,12,117,32,127,3402,Male,60+
5174,2,1003,62,24,146,82,137,1158,Male,60+
5175,3,1003,63,24,118,81,80,1158,Female,60+
5176,6,1003,61,21,88,67,20,1465,Male,26-40
5177,7,1003,35,12,117,32,127,3402,Female,26-40
5178,2,1004,62,24,146,82,137,1158,Male,60+
5179,3,1004,62,23,118,82,79,1158,Male,41-60
5180,6,1004,61,20,89,67,21,1465,Male,41-60
5181,7,1004,36,12,117,32,126,3354,Female,19-25
5182,2,1005,62,24,146,82,137,1158,Male,41-60
5183,3,1005,62,23,118,82,79,1158,Male,41-60
5184,6,1005,61,20,89,67,21,1465,Female,60+
5185,7,1005,36,12,117,32,126,3354,Female,41-60
5186,2,1006,63,24,146,82,137,1141,Male,60+
5187,3,1006,63,23,118,82,79,1141,Male,26-40
5188,6,1006,61,21,88,66,20,1486,Male,26-40
5189,7,1006,36,12,117,32,126,3354,Male,41-60
5190,2,1007,63,24,146,82,137,1141,Female,0-18
5191,3,1007,63,23,118,82,79,1141,Female,41-60
5192,6,1007,61,20,89,66,22,1486,Male,41-60
5193,7,1007,36,12,117,32,126,3354,Male,26-40
5194,2,1008,64,24,146,83,135,1106,Male,26-40
5195,3,1008,63,23,118,82,79,1141,Female,19-25
5196,6,1008,61,19,89,66,20,1486,Male,26-40
5197,7,1008,36,12,117,32,126,3354,Male,26-40
5198,2,1009,64,24,146,83,135,1106,Male,26-40
5199,3,1009,64,24,119,83,81,1106,Male,41-60
5200,6,1009,61,19,90,65,23,1507,Female,41-60
5201,7,1009,36,12,117,32,126,3354,Male,0-18
5202,2,1010,64,25,145,83,134,1106,Female,41-60
5203,3,1010,64,24,119,83,81,1106,Female,41-60
5204,6,1010,61,19,90,65,23,1507,Male,26-40
5205,7,1010,36,12,117,32,126,3354,Female,60+
5206,2,1011,64,25,145,83,134,1106,Male,41-60
5207,3,1011,64,23,119,83,80,1106,Female,26-40
5208,6,1011,61,19,90,65,23,1507,Female,19-25
5209,7,1011,36,12,116,32,122,3354,Male,41-60
5210,2,1012,64,25,145,83,134,1106,Male,41-60
5211,3,1012,64,23,119,83,80,1106,Female,26-40
5212,6,1012,61,19,90,65,23,1507,Male,60+
5213,7,1012,36,12,116,32,122,3354,Female,26-40
5214,2,1013,64,25,145,83,134,1106,Male,0-18
5215,3,1013,65,23,119,82,80,1106,Male,0-18
5216,6,1013,61,19,90,65,23,1507,Male,19-25
5217,7,1013,36,12,116,32,122,3354,Female,0-18
5218,2,1014,64,25,145,83,134,1106,Male,19-25
5219,3,1014,65,23,119,82,80,1106,Female,0-18
5220,6,1014,61,19,90,65,23,1507,Female,0-18
5221,7,1014,36,12,115,32,119,3354,Female,60+
5222,2,1015,64,25,145,83,134,1106,Female,19-25
5223,3,1015,65,23,119,82,80,1106,Female,19-25
5224,6,1015,60,19,90,66,23,1507,Female,26-40
5225,7,1015,36,12,115,32,119,3354,Male,26-40
5226,2,1016,64,25,145,83,134,1106,Female,19-25
5227,3,1016,65,24,119,82,81,1106,Female,0-18
5228,6,1016,60,19,90,66,23,1507,Female,41-60
5229,7,1016,36,12,115,32,119,3354,Female,41-60
5230,2,1017,64,25,145,83,134,1106,Female,19-25
5231,3,1017,65,24,119,82,81,1106,Female,19-25
5232,6,1017,60,19,90,66,23,1507,Male,26-40
5233,7,1017,36,12,115,32,119,3354,Male,60+
5234,2,1018,64,25,145,83,134,1106,Female,60+
5235,3,1018,64,25,118,83,80,1106,Male,0-18
5236,6,1018,60,19,90,66,23,1507,Female,0-18
5237,7,1018,36,12,115,32,119,3354,Male,41-60
5238,2,1019,64,25,145,83,134,1106,Female,19-25
5239,3,1019,65,25,118,83,79,1089,Male,41-60
5240,6,1019,60,19,90,66,23,1507,Female,60+
5241,7,1019,36,13,114,32,117,3354,Male,19-25
5242,2,1020,64,24,146,84,134,1089,Male,60+
5243,3,1020,64,26,118,84,80,1089,Male,0-18
5244,6,1020,60,19,90,65,23,1529,Female,60+
5245,7,1020,36,13,114,32,117,3354,Female,26-40
5246,2,1021,64,24,146,84,134,1089,Male,41-60
5247,3,1021,64,26,118,84,80,1089,Female,60+
5248,6,1021,60,19,90,65,23,1529,Female,0-18
5249,7,1021,36,13,114,32,117,3354,Female,60+
5250,2,1022,65,24,146,84,133,1072,Male,26-40
5251,3,1022,64,25,117,84,77,1089,Male,41-60
5252,6,1022,59,19,90,64,24,1573,Male,26-40
5253,7,1022,36,13,114,32,117,3354,Male,26-40
5254,2,1023,65,24,146,84,133,1072,Female,41-60
5255,3,1023,63,24,117,84,77,1106,Male,60+
5256,6,1023,60,18,90,64,22,1551,Male,19-25
5257,7,1023,36,13,114,32,117,3354,Male,41-60
5258,2,1024,65,24,147,84,135,1072,Female,0-18
5259,3,1024,64,24,117,85,76,1072,Female,0-18
5260,6,1024,60,19,90,64,23,1551,Male,26-40
5261,7,1024,36,13,114,32,117,3354,Male,19-25
5262,2,1025,65,24,147,84,135,1072,Female,0-18
5263,3,1025,64,24,117,85,76,1072,Male,0-18
5264,6,1025,60,19,90,64,23,1551,Male,26-40
5265,7,1025,37,12,114,32,114,3307,Female,60+
5266,2,1026,65,24,147,84,135,1072,Male,26-40
5267,3,1026,64,24,117,85,76,1072,Female,0-18
5268,6,1026,60,19,90,64,23,1551,Female,26-40
5269,7,1026,37,12,114,32,114,3307,Male,41-60
5270,2,1027,65,24,147,84,135,1072,Male,0-18
5271,3,1027,64,24,116,85,74,1072,Male,26-40
5272,6,1027,60,19,90,64,23,1551,Female,19-25
5273,7,1027,37,12,114,32,114,3307,Female,41-60
5274,2,1028,65,24,147,84,135,1072,Male,0-18
5275,3,1028,64,24,116,85,74,1072,Female,60+
5276,6,1028,60,19,90,64,23,1551,Male,60+
5277,7,1028,38,12,114,33,112,3215,Female,26-40
5278,2,1029,65,24,147,84,135,1072,Female,26-40
5279,3,1029,65,24,116,84,74,1072,Male,26-40
5280,6,1029,60,19,90,64,23,1551,Male,19-25
5281,7,1029,38,12,114,33,112,3215,Female,60+
5282,2,1030,65,24,147,84,135,1072,Male,60+
5283,3,1030,65,24,116,84,74,1072,Female,19-25
5284,6,1030,60,19,90,64,23,1551,Male,26-40
5285,7,1030,38,12,114,33,112,3215,Female,26-40
5286,2,1031,65,24,147,84,135,1072,Female,60+
5287,3,1031,65,25,115,84,73,1072,Female,60+
5288,6,1031,60,18,91,64,25,1551,Male,41-60
5289,7,1031,38,12,114,33,112,3215,Male,26-40
5290,2,1032,65,24,147,84,135,1072,Female,26-40
5291,3,1032,65,26,115,84,74,1072,Male,41-60
5292,6,1032,60,18,91,64,25,1551,Female,26-40
5293,7,1032,39,13,113,33,109,3170,Male,60+
5294,2,1033,65,24,147,84,135,1072,Male,26-40
5295,3,1033,65,26,115,84,74,1072,Female,19-25
5296,6,1033,61,19,91,63,26,1551,Female,60+
5297,7,1033,39,13,113,33,109,3170,Male,26-40
